43.0.0.0,43.223.255.255,AS,JP,Okayama,"Kurashiki (Kanda)",34.5429,133.733
43.224.148.0,43.224.148.255,AS,HK,"Central and Western","Tai Ping Shan",22.2857,114.145
43.224.149.0,43.224.149.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.224.150.0,43.224.150.255,AS,HK,"Central and Western","Tai Ping Shan",22.2857,114.145
43.224.151.0,43.224.151.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.224.152.0,43.224.153.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3698,114.13
43.224.154.0,43.224.154.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3703,114.13
43.224.155.0,43.224.155.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3698,114.13
43.224.156.0,43.224.157.255,AS,IN,Karnataka,Bengaluru,13.0548,77.5819
43.224.158.0,43.224.158.255,AS,IN,Karnataka,Bengaluru,12.9719,77.5937
43.224.159.0,43.224.159.255,AS,IN,Karnataka,Bengaluru,13.0548,77.5819
43.224.160.0,43.224.163.255,AS,CN,Shanghai,"Xuhui Qu",31.1693,121.413
43.224.164.0,43.224.164.255,AS,IN,"Uttar Pradesh","Noida (Sector)",28.6068,77.3597
43.224.165.0,43.224.165.255,AS,IN,Maharashtra,Borivali,19.235,72.8598
43.224.166.0,43.224.167.255,AS,IN,"Uttar Pradesh","Noida (Sector)",28.6068,77.3597
43.224.168.0,43.224.171.255,AS,ID,"East Java",Surabaya,-7.25747,112.752
43.224.172.0,43.224.172.255,AS,IN,Maharashtra,"Mumbai (Sion West)",19.0395,72.8597
43.224.173.0,43.224.175.255,AS,IN,Maharashtra,"Mumbai (Sion West)",19.0406,72.8597
43.224.176.0,43.224.179.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.224.180.0,43.224.182.255,AS,IN,"Uttar Pradesh","Agra (Sanjay Place)",27.1987,78.006
43.224.183.0,43.224.183.255,AS,IN,"Uttar Pradesh",Amānpur,27.7122,78.7379
43.224.184.0,43.224.187.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.224.188.0,43.224.188.255,AS,PH,Davao,"Davao City (Poblacion)",7.06824,125.611
43.224.189.0,43.224.189.255,AS,PH,"Central Visayas","Cebu City",10.3157,123.885
43.224.190.0,43.224.191.255,AS,PH,"National Capital Region","Makati City",14.5558,121.023
43.224.192.0,43.224.194.255,OC,NC,"South Province","Noumea (Centre Ville)",-22.2708,166.439
43.224.195.0,43.224.195.255,OC,NC,"South Province",Noumea,-22.2741,166.449
43.224.196.0,43.224.199.255,AS,HK,"Sham Shui Po","Sham Shui Po",22.3204,114.168
43.224.200.0,43.224.203.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.224.204.0,43.224.207.255,AS,CN,Beijing,Beijing,39.904,116.408
43.224.208.0,43.224.211.255,AS,CN,Tianjin,"Xiqing Qu",39.0909,117.125
43.224.212.0,43.224.219.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.224.220.0,43.224.223.255,AS,IN,Gujarat,"Jamnagar (Maheswari Nagar)",22.4728,70.0703
43.224.224.0,43.224.227.255,NA,US,California,"Los Angeles (Downtown Los Angeles)",34.0511,-118.266
43.224.228.0,43.224.231.255,AS,HK,"Kowloon City",Kowloon,22.3137,114.216
43.224.232.0,43.224.235.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3703,114.13
43.224.236.0,43.224.239.255,AS,PK,Islamabad,Islamabad,33.6843,72.9885
43.224.240.0,43.224.243.255,AS,CN,Guangdong,"Shenzhen (Futian Qu)",22.5215,114.055
43.224.244.0,43.224.249.255,AS,HK,"Wan Chai",Wanchai,22.2643,114.188
43.224.250.0,43.224.251.255,OC,NZ,Auckland,Auckland,-36.8538,174.759
43.224.252.0,43.224.252.255,AS,IN,"Uttar Pradesh","Noida (Sector)",28.6068,77.3597
43.224.253.0,43.224.253.255,AS,IN,Maharashtra,"Mumbai (Rajiv Gandhi Nagar)",19.1572,72.9373
43.224.254.0,43.224.255.255,AS,IN,"Uttar Pradesh","Noida (Sector)",28.6068,77.3597
43.225.0.0,43.225.3.255,AS,IN,"Uttar Pradesh","Ghaziabad (Akash Nagar Phase 1)",28.6826,77.5031
43.225.4.0,43.225.7.255,AS,SG,,Woodlands,1.44325,103.78
43.225.8.0,43.225.11.255,AS,HK,"Kowloon City","Kowloon City",22.324,114.204
43.225.12.0,43.225.15.255,OC,AU,"New South Wales",Windsor,-33.6069,150.82
43.225.16.0,43.225.16.255,AS,IN,Maharashtra,Mumbai,19.0728,72.8826
43.225.17.0,43.225.18.255,AS,IN,Maharashtra,"Mumbai (Tilak Nagar)",19.0696,72.9001
43.225.19.0,43.225.19.255,AS,IN,Maharashtra,Mumbai,19.0728,72.8826
43.225.20.0,43.225.23.255,AS,IN,"Andhra Pradesh","Vijayawada (Benz Circle)",16.4957,80.6542
43.225.24.0,43.225.27.255,EU,SJ,Svalbard,Longyearbyen,78.2232,15.6267
43.225.28.0,43.225.31.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3703,114.13
43.225.32.0,43.225.34.191,OC,AU,Victoria,Warragul,-38.1635,145.919
43.225.34.192,43.225.34.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
43.225.35.0,43.225.35.255,OC,AU,Victoria,Warragul,-38.1635,145.919
43.225.36.0,43.225.36.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.225.37.0,43.225.39.255,AS,HK,"Wan Chai",Wanchai,22.2772,114.171
43.225.40.0,43.225.43.255,AS,BN,Brunei-Muara,"Bandar Seri Begawan (City Centre)",4.88801,114.944
43.225.44.0,43.225.47.255,AS,HK,"Central and Western","Sheung Wan",22.2864,114.151
43.225.48.0,43.225.49.255,OC,AU,"New South Wales","Macquarie Park",-33.7851,151.131
43.225.50.0,43.225.50.255,OC,AU,Victoria,"Port Melbourne",-37.8389,144.939
43.225.51.0,43.225.51.255,OC,AU,Queensland,Brisbane,-27.4669,153.026
43.225.52.0,43.225.55.255,AS,IN,Maharashtra,Mumbai,19.1146,72.8959
43.225.56.0,43.225.59.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3692,114.132
43.225.60.0,43.225.60.255,OC,AU,ACT,Yarralumla,-35.2998,149.106
43.225.61.0,43.225.61.255,OC,AU,ACT,Calwell,-35.4404,149.107
43.225.62.0,43.225.63.255,OC,AU,ACT,Canberra,-35.2809,149.13
43.225.64.0,43.225.64.255,AS,ID,"West Java",Depok,-6.33028,106.873
43.225.65.0,43.225.65.255,AS,ID,"West Java",Jatibarang,-6.47472,108.315
43.225.66.0,43.225.67.255,AS,ID,"West Java",Depok,-6.33028,106.873
43.225.68.0,43.225.71.255,AS,IN,Kerala,"Thrissur (Chembukkav)",10.5276,76.2168
43.225.72.0,43.225.72.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
43.225.73.0,43.225.73.255,AS,IN,Haryana,"Panchkula (Sector 6)",30.7049,76.8612
43.225.74.0,43.225.75.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
43.225.76.0,43.225.79.255,AS,CN,Zhejiang,"Hangzhou (Xihu Qu)",30.313,120.091
43.225.80.0,43.225.83.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.225.84.0,43.225.87.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.225.88.0,43.225.91.255,AS,JP,Fukuoka,Nishi,33.5784,130.246
43.225.92.0,43.225.95.255,AS,IN,Delhi,"Delhi (Pitampura)",28.6911,77.1493
43.225.96.0,43.225.97.255,EU,ES,Murcia,"Fuente Librilla",37.9189,-1.4136
43.225.98.0,43.225.99.255,AS,PK,Sindh,"Karachi (Defence Housing Authority)",24.8097,67.0389
43.225.100.0,43.225.100.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3648,114.135
43.225.101.0,43.225.101.255,AS,HK,Eastern,"Chai Wan",22.2661,114.247
43.225.102.0,43.225.103.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3648,114.135
43.225.104.0,43.225.107.255,AS,HK,"Wong Tai Sin","San Po Kong",22.3367,114.199
43.225.108.0,43.225.110.255,AS,MY,"Kuala Lumpur","Kuala Lumpur (City Centre)",3.14521,101.699
43.225.111.0,43.225.111.255,AS,MY,"Kuala Lumpur","Kuala Lumpur (Bukit Bintang)",3.14786,101.715
43.225.112.0,43.225.115.255,EU,GB,England,London,51.5074,-0.127758
43.225.116.0,43.225.119.255,AS,IN,Karnataka,"Bengaluru (Shanthala Nagar)",12.9702,77.6
43.225.120.0,43.225.123.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.225.124.0,43.225.127.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.5137,113.928
43.225.128.0,43.225.131.255,OC,AU,"Western Australia",Subiaco,-31.9474,115.835
43.225.132.0,43.225.135.255,AS,HK,"Kwun Tong","Hong Kong (Kwun Tong)",22.3141,114.216
43.225.136.0,43.225.139.255,AS,BN,Brunei-Muara,"Bandar Seri Begawan (City Centre)",4.88897,114.944
43.225.140.0,43.225.143.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3692,114.132
43.225.144.0,43.225.144.255,OC,AU,Victoria,Docklands,-37.8141,144.94
43.225.145.0,43.225.145.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
43.225.146.0,43.225.147.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
43.225.148.0,43.225.151.255,AS,BD,Dhaka,Dhaka,23.7824,90.3951
43.225.152.0,43.225.155.255,AS,SG,,"Singapore (Orchard)",1.29936,103.838
43.225.156.0,43.225.159.255,AS,HK,"Kwai Tsing","Tsuen Wan (Ha Kwai Chung)",22.3559,114.125
43.225.160.0,43.225.160.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
43.225.161.0,43.225.167.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
43.225.168.0,43.225.171.255,AS,IN,Rajasthan,Sūrajgarh,28.3039,75.7302
43.225.172.0,43.225.175.255,AS,CN,Beijing,Beijing,39.904,116.408
43.225.176.0,43.225.179.255,OC,AU,"Western Australia",Burswood,-31.9642,115.899
43.225.180.0,43.225.183.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.225.184.0,43.225.187.255,AS,ID,Jakarta,Jakarta,-6.16474,106.876
43.225.188.0,43.225.188.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
43.225.189.0,43.225.189.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
43.225.190.0,43.225.190.255,EU,AT,Vienna,Vienna,48.2082,16.3738
43.225.191.0,43.225.191.255,AS,TR,Ankara,Ankara,39.9334,32.8597
43.225.192.0,43.225.195.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
43.225.196.0,43.225.199.255,AS,HK,"Sham Shui Po","Cheung Sha Wan",22.3366,114.151
43.225.200.0,43.225.203.255,OC,NZ,Auckland,Auckland,-36.8493,174.765
43.225.204.0,43.225.207.255,AS,BD,Dhaka,"Dhaka (Gulshan)",23.7938,90.4055
43.225.208.0,43.225.211.255,AS,CN,Heilongjiang,"Harbin (Nangang Qu)",45.7063,126.594
43.225.212.0,43.225.215.255,AS,IN,"Uttar Pradesh",Agra,27.201,78.0052
43.225.216.0,43.225.219.255,AS,CN,Beijing,"Jingshan (Dongcheng District)",39.8916,116.402
43.225.220.0,43.225.223.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.225.224.0,43.225.227.255,AS,CN,Beijing,"Jingshan (Dongcheng District)",39.8951,116.412
43.225.228.0,43.225.231.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.225.232.0,43.225.235.255,AS,CN,Beijing,"Jingshan (Dongcheng District)",39.8916,116.402
43.225.236.0,43.225.247.255,AS,CN,Beijing,"Jingshan (Dongcheng District)",39.8951,116.412
43.225.248.0,43.225.251.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
43.225.252.0,43.225.255.255,AS,CN,Tianjin,Tianjin,39.0842,117.201
43.226.0.0,43.226.1.255,OC,AU,Victoria,"Narre Warren",-38.025,145.316
43.226.2.0,43.226.3.255,AS,IN,Odisha,Odisha,20.9754,85.7513
43.226.4.0,43.226.5.255,AS,PH,"National Capital Region","Makati City",14.5558,121.023
43.226.6.0,43.226.6.255,AS,PH,"Central Visayas","Cebu City",10.3157,123.885
43.226.7.0,43.226.7.255,AS,PH,"Central Visayas","Mandaue City",10.3236,123.922
43.226.8.0,43.226.11.255,OC,NZ,Auckland,"Auckland (Ellerslie)",-36.8976,174.803
43.226.12.0,43.226.15.255,AS,KH,"Phnom Penh","Phnom Penh",11.5836,104.894
43.226.16.0,43.226.23.255,AS,HK,"Tsuen Wan","Kwai Chung",22.3702,114.13
43.226.24.0,43.226.27.255,AS,IN,Maharashtra,"Bhayandar (Shanti Park)",19.281,72.8681
43.226.28.0,43.226.31.255,AS,IN,"West Bengal",Kolkata,22.5943,88.3964
43.226.32.0,43.226.95.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.226.96.0,43.226.111.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.226.112.0,43.226.115.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.226.116.0,43.226.119.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.226.120.0,43.226.123.255,AS,CN,Tianjin,"Xiqing Qu",39.0909,117.125
43.226.124.0,43.226.127.255,AS,HK,"Central and Western",Admiralty,22.2792,114.164
43.226.128.0,43.226.159.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.226.160.0,43.226.163.255,AS,CN,Tianjin,"Xiqing Qu",39.0909,117.125
43.226.164.0,43.226.167.255,AS,CN,Jiangsu,"Nanjing (Jianye Qu)",31.9884,118.72
43.226.168.0,43.226.215.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.226.216.0,43.226.219.255,OC,NZ,Auckland,"Auckland (Grafton)",-36.8641,174.766
43.226.220.0,43.226.223.255,AS,MV,"Kaafu Atoll",Malé,4.17341,73.4869
43.226.224.0,43.226.227.255,AS,PK,Islamabad,Islamabad,33.6543,73.0371
43.226.228.0,43.226.228.255,EU,DE,Hesse,"Frankfurt am Main",50.1109,8.68213
43.226.229.0,43.226.229.255,EU,FR,Île-de-France,Paris,48.8566,2.35222
43.226.230.0,43.226.230.255,EU,FR,Hauts-de-France,Roubaix,50.6927,3.17785
43.226.231.0,43.226.231.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
43.226.232.0,43.226.235.255,AS,TW,Taipei,Cailiao,25.0619,121.497
43.226.236.0,43.226.239.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.226.240.0,43.227.7.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.227.8.0,43.227.11.255,AS,CN,Shandong,"Weifang Shi (Kuiwen Qu)",36.7304,119.161
43.227.12.0,43.227.13.255,AS,MM,Rangoon,Yangon,16.861,96.1323
43.227.14.0,43.227.14.255,AS,MM,Rangoon,"Yangon (Shwepyithar)",16.9478,96.0639
43.227.15.0,43.227.15.255,AS,MM,Rangoon,Yangon,16.861,96.1323
43.227.16.0,43.227.17.255,AS,IN,Maharashtra,"Mumbai (Gundavali)",19.1184,72.8564
43.227.18.0,43.227.19.255,NA,US,Pennsylvania,Philadelphia,39.9526,-75.1652
43.227.20.0,43.227.23.255,AS,IN,Maharashtra,"Aurangabad (Venkatesh Nagar)",19.8778,75.3507
43.227.24.0,43.227.27.255,AS,TW,Taiwan,Fenjihu,25.0911,121.56
43.227.28.0,43.227.31.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.227.32.0,43.227.35.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.36.0,43.227.51.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.227.52.0,43.227.55.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.56.0,43.227.63.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.227.64.0,43.227.103.255,AS,CN,Guangdong,"Shenzhen (Nanshan Qu)",22.533,113.93
43.227.104.0,43.227.107.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.108.0,43.227.111.255,OC,AU,"New South Wales",Maroubra,-33.9406,151.24
43.227.112.0,43.227.115.255,AS,HK,"Sham Shui Po","Sham Shui Po",22.331,114.161
43.227.116.0,43.227.116.255,AS,KR,Gyeonggi-do,Seongnam-si,37.4449,127.139
43.227.117.0,43.227.117.255,AS,KR,Gyeonggi-do,"Seongnam-si (Daewangpangyo-ro)",37.368,127.101
43.227.118.0,43.227.118.255,AS,KR,Gyeonggi-do,Seongnam-si,37.4449,127.139
43.227.119.0,43.227.119.255,AS,KR,Gyeonggi-do,"Seongnam-si (Daewangpangyo-ro)",37.368,127.101
43.227.120.0,43.227.123.255,AS,KR,Jeollabuk-do,"Jeongeup-si (Jinheung-gil)",35.702,126.918
43.227.124.0,43.227.127.255,OC,AU,"New South Wales",Edgecliff,-33.88,151.236
43.227.128.0,43.227.131.255,AS,IN,"Andhra Pradesh",Rajahmundry,16.9141,81.8186
43.227.132.0,43.227.135.255,AS,IN,Delhi,"New Delhi (Indian Institute of Technology Delhi)",28.5409,77.1964
43.227.136.0,43.227.143.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.144.0,43.227.147.255,AS,CN,Shandong,"Qingdao (Laoshan Qu)",36.0747,120.414
43.227.148.0,43.227.151.255,AS,ID,Jakarta,Jakarta,-6.20876,106.846
43.227.152.0,43.227.155.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.227.156.0,43.227.183.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.184.0,43.227.187.255,OC,AU,Queensland,"South Brisbane",-27.4731,153.014
43.227.188.0,43.227.191.255,AS,CN,Zhejiang,"Hangzhou (Xihu Qu)",30.2736,120.125
43.227.192.0,43.227.195.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.196.0,43.227.219.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.227.220.0,43.227.223.255,AS,CN,Zhejiang,"Taizhou (Haimen)",28.6672,121.41
43.227.224.0,43.227.227.255,AS,IN,"Uttar Pradesh",Sihāni,25.3716,83.6734
43.227.228.0,43.227.231.255,AS,SG,,"Singapore (Novena)",1.31822,103.843
43.227.232.0,43.227.235.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.236.0,43.227.236.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
43.227.237.0,43.227.237.255,AS,TW,Taiwan,Fenjihu,25.0911,121.56
43.227.238.0,43.227.238.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.227.239.0,43.227.239.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
43.227.240.0,43.227.243.255,AS,SG,,"Singapore (Bukit Merah Estate)",1.27343,103.833
43.227.244.0,43.227.247.255,AS,IN,Delhi,"New Delhi (Old Rajinder Nagar)",28.6395,77.1801
43.227.248.0,43.227.251.255,AS,CN,Beijing,"Fengtai (Fengtai Qu)",39.8584,116.287
43.227.252.0,43.227.255.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.0.0,43.228.7.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.228.8.0,43.228.63.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.64.0,43.228.71.255,AS,CN,Jiangsu,Suzhou,31.2989,120.585
43.228.72.0,43.228.75.255,AS,IN,Telangana,"Hyderabad (Ashok Nagar)",17.4642,78.4521
43.228.76.0,43.228.79.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.80.0,43.228.83.255,AS,TH,"Nakhon Ratchasima","Ban Cho Ho",15.0413,102.112
43.228.84.0,43.228.84.255,AS,TH,Bangkok,Bangrak,13.7227,100.53
43.228.85.0,43.228.86.255,AS,TH,Bangkok,"Don Mueang (Tambon Ban Mai)",13.9461,100.545
43.228.87.0,43.228.87.255,AS,TH,Bangkok,Silom,13.7289,100.534
43.228.88.0,43.228.89.255,AS,HK,"Sai Kung","Hong Kong (Tseung Kwan O)",22.3119,114.257
43.228.90.0,43.228.91.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
43.228.92.0,43.228.94.255,AS,IN,Telangana,Hyderabad,17.3719,78.4798
43.228.95.0,43.228.95.255,AS,IN,Telangana,Bhadrāchalam,17.6685,80.8889
43.228.96.0,43.228.99.255,AS,IN,Gujarat,Rajkot,22.293,70.7914
43.228.100.0,43.228.103.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.104.0,43.228.107.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
43.228.108.0,43.228.109.63,AS,LK,Central,Kandy,7.29057,80.6337
43.228.109.64,43.228.109.239,AS,LK,Western,Gampaha,7.0897,79.9925
43.228.109.240,43.228.111.255,AS,LK,Central,Kandy,7.29057,80.6337
43.228.112.0,43.228.115.255,AS,IN,Gujarat,"Vadodara (Alkapuri)",22.3101,73.1755
43.228.116.0,43.228.119.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.120.0,43.228.123.255,AS,CN,Shanghai,Shanghai,31.2304,121.474
43.228.124.0,43.228.126.255,AS,SG,,Singapore,1.28009,103.851
43.228.127.0,43.228.127.255,AS,HK,"Central and Western","Hong Kong",22.2771,114.182
43.228.128.0,43.228.131.255,AS,MN,Ulaanbaatar,Ulaanbaatar,47.7759,106.695
43.228.132.0,43.228.139.255,AS,CN,Beijing,"Beijing (Chaoyang Qu)",39.9215,116.443
43.228.140.0,43.228.140.255,AS,IN,Delhi,"New Delhi (Kirtinagar)",28.6374,77.1327
43.228.141.0,43.228.143.255,AS,IN,Delhi,"New Delhi (Munīrka)",28.5532,77.1745
43.228.144.0,43.228.147.255,AS,SG,,Singapore,1.28009,103.851
43.228.148.0,43.228.151.255,AS,CN,Shanghai,"Shanghai (Zhabei)",31.2471,121.459
43.228.152.0,43.228.155.255,AS,CN,Beijing,Beijing,39.9042,116.407
43.228.156.0,43.228.156.255,OC,AU,ACT,Canberra,-35.2809,149.13
43.228.157.0,43.228.158.255,AS,SG,,Singapore,1.28009,103.851
43.228.159.0,43.228.159.255,OC,AU,"Western Australia",Perth,-31.9535,115.857
43.228.160.0,43.228.161.255,AS,KR,Seoul,"Seoul (Digital-ro 31-gil)",37.4863,126.892
43.228.162.0,43.228.162.255,AS,KR,Seoul,"Seoul (Digital-ro)",37.4834,126.894
43.228.163.0,43.228.163.255,AS,KR,Seoul,"Seoul (Digital-ro 31-gil)",37.4863,126.892
43.228.164.0,43.228.167.255,OC,AU,Queensland,"South Brisbane",-27.4731,153.014
43.228.168.0,43.228.171.255,AS,IN,Rajasthan,"Jaipur (Tripolia Bazar)",26.9238,75.8213
